C.D.S.  -  SIMBAD4 rel 1.8  -  2025.07.03CEST11:55:02

Vmag < 6 & otype = 'Star'
-------------------------

Number of objects : 5066

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------------|-----|----
1285|HD 112219                          |*  |12 56 31.6890976200 -72 11 06.767050308|     ~   |7.031    |5.928    |     ~   |     ~   |G8III                |  16 |   0
1286|HD 24744                           |** |03 54 23.1669866112 -40 21 25.220081268|     ~   |6.289    |5.705    |     ~   |     ~   |G8/K1III             |  45 |   1
1287|HD 167965                          |*  |18 15 38.7772989120 +42 09 33.644876184|4.98     |5.434    |5.556    |     ~   |     ~   |B7IV                 |  68 |   0
1288|* 11 Lib                           |PM*|14 51 01.0720205236 -02 17 56.941059804|6.64     |5.92     |4.94     |     ~   |     ~   |K0III/IV             | 134 |   0
1289|* ups01 Cas                        |PM*|00 55 00.1557027792 +58 58 21.717145956|     ~   |6.042    |4.820    |     ~   |     ~   |K2III                | 107 |   0
1290|HD 18537                           |Pu*|03 00 52.2110264304 +52 21 06.248122308|4.78     |5.158    |5.219    |     ~   |     ~   |B7V                  |  84 |   0
1291|V* V397 Pup                        |EB*|07 49 14.6494793760 -35 14 35.830510764|     ~   |5.886    |5.936    |     ~   |     ~   |B9V                  |  44 |   0
1292|* phi02 Ori                        |PM*|05 36 54.3885728561 +09 17 26.416510827|5.70     |5.04     |4.09     |3.33     |2.78     |G9.5IIIbFe-2.5       | 368 |   0
1293|HD 164064                          |PM*|17 59 36.7622850912 -04 49 16.054844088|     ~   |7.381    |5.832    |     ~   |     ~   |K5III                |  27 |   0
1294|* zet02 Sco                        |PM*|16 54 35.0050319669 -42 21 40.737010682|     ~   |4.99     |3.62     |     ~   |     ~   |K3III                |  81 |   0
1295|* eps Cas                          |Be*|01 54 23.7340861680 +63 40 12.360238788|2.61     |3.22     |3.37     |3.40     |3.52     |B3Vp_sh              | 203 |   0
1296|* 1 Pup                            |V* |07 43 32.3866853568 -28 24 39.188693988|8.16     |6.22     |4.59     |3.29     |2.32     |K5III                | 109 |   0
1297|* ksi Tel                          |V* |20 07 23.1574676136 -52 52 50.854022940|8.40     |6.56     |4.94     |     ~   |     ~   |K5III                |  59 |   0
1298|CD-43 12272B                       |PM*|18 06 49.9149403848 -43 25 29.097604128|     ~   |5.94     |5.68     |     ~   |     ~   |A7V                  |  38 |   0
1299|* l Eri                            |** |04 38 10.8236170649 -14 18 14.500428166|5.99     |4.96     |3.87     |3.03     |2.47     |K2-IIIb              | 140 |   0
1300|* 17 Vul                           |*  |20 06 53.4076821840 +23 36 51.929192484|     ~   |4.891    |5.056    |     ~   |     ~   |B3V                  | 112 |   0
1301|* e Leo                            |*  |11 30 18.8933524920 -03 00 12.598924644|8.14     |6.31     |4.77     |     ~   |     ~   |K3+IIIFe-0.5         | 150 |   0
1302|* 75 Tau                           |** |04 28 26.3699079120 +16 21 34.829804916|     ~   |6.104    |4.969    |     ~   |     ~   |K1IIIb               | 112 |   0
1303|* 6 Cet                            |PM*|00 11 15.8580395472 -15 28 04.720468404|5.35     |5.38     |4.89     |     ~   |     ~   |F8VFe-0.8CH-0.5      | 323 |   0
1304|* T Car                            |PM*|10 55 17.2218023112 -60 31 01.203966480|     ~   |6.980    |5.920    |     ~   |     ~   |K0III                |  29 |   0
1305|* 22 Vul                           |SB*|20 15 30.2386386720 +23 30 32.051069712|     ~   |6.192    |5.176    |     ~   |     ~   |G3Ib-II              | 211 |   0
1306|HD 158220                          |Be*|17 31 23.2836129696 -56 55 15.468393900|     ~   |5.924    |5.984    |     ~   |     ~   |B7II/III             |  32 |   0
1307|* alf Ind                          |PM*|20 37 34.0321723878 -47 17 29.405217299|4.90     |4.11     |3.11     |     ~   |     ~   |K0III-IV             | 138 |   0
1308|V* FZ Vel                          |dS*|08 58 52.3517175576 -47 14 04.859271204|     ~   |5.397    |5.146    |     ~   |     ~   |A6/7(m)A7-F0         |  82 |   0
1309|HD 16769                           |SB*|02 44 49.6970326656 +67 49 28.672325868|     ~   |6.059    |5.945    |     ~   |     ~   |A5III                |  76 |   0
1310|HD 120048                          |PM*|13 46 19.0616824776 +38 30 13.044486168|     ~   |6.868    |5.919    |     ~   |     ~   |G9III                |  56 |   0
1311|* iot Hyi                          |PM*|03 15 57.6657264888 -77 23 18.434461128|     ~   |5.944    |5.506    |     ~   |     ~   |F5IV-V               |  66 |   0
1312|* f02 Cyg                          |*  |21 06 36.0934336570 +47 38 54.252204111|     ~   |6.079    |4.514    |     ~   |     ~   |K4Ib-IIa             | 115 |   0
1313|HD 129153                          |PM*|14 40 42.3928801560 +13 32 03.562108152|     ~   |6.152    |5.925    |     ~   |     ~   |F0V                  |  66 |   0
1314|HD 119458                          |SB*|13 42 43.4296862592 +34 59 20.474475072|     ~   |6.82     |5.96     |     ~   |     ~   |G5III-IIIbFe-0.5     |  55 |   0
1315|* chi Boo                          |PM*|15 14 29.1587474040 +29 09 51.466943700|     ~   |5.326    |5.272    |     ~   |     ~   |A1Va+                |  91 |   0
1316|* K Car                            |*  |10 30 20.1277680782 -71 59 34.057907711|     ~   |4.751    |4.710    |     ~   |     ~   |A1V                  |  88 |   0
1317|HD 195564                          |PM*|20 32 23.6946897472 -09 51 12.184220381|     ~   |6.34     |5.65     |     ~   |     ~   |G2.5IV               | 165 |   0
1318|HD 25069                           |RG*|03 58 52.3939149216 -05 28 11.811149040|     ~   |6.848    |5.833    |     ~   |     ~   |K0/1III              |  81 |   0
1319|HD 197392                          |*  |20 41 56.5014626472 +41 43 00.748143012|     ~   |5.550    |5.664    |     ~   |     ~   |B8II-III             |  63 |   0
1320|V* T UMa                           |Mi*|12 36 23.4652834704 +59 29 12.980496552|7.67     |6.90     |5.50     |     ~   |     ~   |M4-7e                | 165 |   1
1321|* omi02 CMa                        |s*b|07 03 01.4713413613 -23 49 59.858307121|2.14     |2.94     |3.02     |3.01     |3.10     |B3Ia                 | 329 |   0
1322|HD 203925                          |*  |21 24 34.0054794936 +26 10 28.411226472|     ~   |5.967    |5.658    |     ~   |     ~   |A8III                |  56 |   0
1323|V* VY UMa                          |C* |10 45 04.0305312384 +67 24 40.979062260|12.91    |8.34     |5.95     |4.20     |2.94     |C-N5                 | 205 |   0
1324|HD 218619                          |*  |23 09 44.6303456568 -28 05 18.849864984|     ~   |7.181    |5.868    |     ~   |     ~   |K2III                |  18 |   0
1325|* 38 Ori                           |** |05 34 16.7734419624 +03 46 00.862561380|     ~   |5.383    |5.326    |     ~   |5.25     |A1V                  |  66 |   0
1326|* chi Aur                          |s*b|05 32 43.6743764213 +32 11 31.280527096|4.68     |5.15     |4.79     |4.42     |4.15     |B4Ia                 | 214 |   0
1327|* psi10 Aur                        |V* |06 57 37.1072168053 +45 05 38.738111994|     ~   |4.919    |4.893    |     ~   |     ~   |A2Vn                 |  84 |   0
1328|HD 125745                          |Pu*|14 22 19.7195907480 -34 47 12.448132980|     ~   |5.467    |5.568    |     ~   |     ~   |B8V                  |  42 |   0
1329|HD 172991                          |*  |18 44 57.1522814304 -39 41 10.278114576|     ~   |6.278    |5.439    |     ~   |     ~   |B9/A1V               |  31 |   0
1330|HD 169689                          |SB*|18 25 38.7990783216 +08 01 55.225743564|     ~   |6.545    |5.665    |     ~   |     ~   |G9II+B9V             | 107 |   0
1331|* 61 Gem                           |** |07 26 56.3284417224 +20 15 27.197178912|     ~   |6.236    |5.935    |     ~   |     ~   |F2Vn                 |  51 |   0
1332|HD 114474                          |PM*|13 11 23.2158812856 -43 22 06.798085068|     ~   |6.287    |5.231    |     ~   |     ~   |K1/2III              |  39 |   0
1333|HD 73017                           |PM*|08 38 22.1852310000 +53 24 05.545743516|     ~   |6.609    |5.645    |     ~   |     ~   |G9III                |  51 |   0
1334|HD 76161                           |bC?|08 52 38.6066911992 -48 21 32.717223072|     ~   |5.749    |5.889    |     ~   |     ~   |B5V                  |  58 |   0
1335|HD 177389                          |PM*|19 09 52.8681101376 -68 25 28.018058124|     ~   |6.205    |5.305    |     ~   |     ~   |K0IV                 |  44 |   0
1336|* 140 Pup                          |*  |07 40 23.2104428256 -15 15 50.110710444|     ~   |6.503    |4.951    |     ~   |     ~   |K3III                |  60 |   0
1337|HD 189195                          |*  |20 00 15.9329086049 -37 42 06.201377039|     ~   |6.933    |5.948    |     ~   |     ~   |G8/K0III             |  20 |   0
1338|* 23 CVn                           |PM*|13 20 18.9510975912 +40 09 01.967513472|     ~   |6.82     |5.60     |     ~   |     ~   |K2II-III             |  61 |   0
1339|* ksi Boo A                        |PM*|14 51 23.3884659504 +19 06 01.619801424|     ~   |5.40     |4.675    |     ~   |     ~   |G7Ve                 | 547 |   0
1340|HD 99196                           |PM*|11 24 58.9246049736 +11 25 49.049358276|     ~   |7.170    |5.788    |     ~   |     ~   |K4III                |  63 |   0
1341|* tau06 Ser                        |*  |15 40 59.1004395816 +16 01 28.521219360|     ~   |6.896    |5.991    |     ~   |     ~   |G8III                |  67 |   0
1342|* lam Ori                          |** |05 35 08.27761 +09 56 02.9611          |2.45     |3.48     |3.66     |3.72     |3.89     |O8IIIf+B0.5V         | 319 |   0
1343|* 12 Lyn B                         |*  |06 46 14.3631769848 +59 26 30.552258552|     ~   |6.09     |5.99     |     ~   |     ~   |A2V                  |   9 |   0
1344|HD 90874                           |PM*|10 27 25.2837816936 -65 42 16.782780240|     ~   |6.084    |5.991    |     ~   |     ~   |A2V                  |  44 |   0
1345|* p Eri A                          |PM*|01 39 47.8126958280 -56 11 35.944312380|     ~   |6.549    |5.685    |6.36     |     ~   |K2V                  | 156 |   0
1346|* rho Hya                          |*  |08 48 25.9706843645 +05 50 16.124966022|     ~   |4.309    |4.337    |     ~   |     ~   |A0Vn                 |  62 |   0
1347|HD 150331                          |PM*|16 41 45.4543295376 -33 08 44.735502012|     ~   |6.499    |5.836    |     ~   |     ~   |G0/2II               |  42 |   0
1348|HD 33833                           |*  |05 12 48.1289445432 -06 03 25.881858180|     ~   |6.867    |5.892    |     ~   |     ~   |G7III                |  52 |   0
1349|HD 204960                          |*  |21 33 23.5147748808 -44 50 55.339268208|     ~   |6.616    |5.563    |     ~   |     ~   |K1III                |  27 |   0
1350|HD 186219                          |*  |19 49 25.3029107256 -72 30 12.161245572|     ~   |5.628    |5.392    |     ~   |     ~   |A4IV                 |  73 |   0
1351|* 15 Del                           |PM*|20 49 37.7673041328 +12 32 42.458877780|     ~   |6.421    |5.991    |     ~   |     ~   |F5V                  |  99 |   0
1352|* zet Nor                          |PM*|16 13 22.6979076360 -55 32 27.410748540|     ~   |6.132    |5.772    |     ~   |     ~   |F2IV/V               |  37 |   0
1353|HD 97670                           |*  |11 13 30.7825215120 -59 37 09.542720316|4.93     |5.64     |5.74     |     ~   |     ~   |B2III                |  61 |   0
1354|* del For                          |Pu*|03 42 14.9025400320 -31 56 18.104191008|4.24     |4.814    |4.973    |     ~   |     ~   |B5III                |  71 |   0
1355|HD 90362                           |PM*|10 25 44.2709069664 -07 03 35.376368976|8.94     |7.08     |5.56     |4.31     |3.36     |K6IIIFe-0.5          |  73 |   0
1356|* zet Sct                          |SB*|18 23 39.5786582280 -08 56 04.151632668|     ~   |5.619    |4.664    |     ~   |     ~   |G9-IIIbFe-0.5        |  83 |   0
1357|* tet Cep                          |SB*|20 29 34.9052664336 +62 59 38.797205460|4.58     |4.42     |4.22     |4.05     |3.96     |A7III                | 159 |   0
1358|* 20 Psc                           |PM*|23 47 56.5419212784 -02 45 41.752306188|     ~   |6.433    |5.490    |     ~   |     ~   |K0III                |  95 |   0
1359|* ksi02 Cen                        |SB*|13 06 54.6394033029 -49 54 22.487112422|3.29     |4.08     |4.27     |     ~   |     ~   |B3V                  | 146 |   0
1360|HD 139254                          |HB*|15 37 48.0415231272 -23 08 30.145550532|     ~   |6.854    |5.790    |     ~   |     ~   |K0III                |  49 |   0
1361|* 79 Peg                           |PM*|23 49 39.3948077808 +28 50 32.602140996|6.270    |6.140    |5.960    |     ~   |     ~   |A2m                  |  64 |   0
1362|HD 64067                           |*  |07 49 06.7214872680 -56 24 37.309550976|     ~   |6.67     |5.57     |     ~   |     ~   |G5II                 |  25 |   0
1363|HD 112028                          |*  |12 49 13.7347330152 +83 24 46.432131660|5.390    |5.390    |5.350    |     ~   |5.26     |A1IV_sh              |  77 |   0
1364|* 52 Cyg                           |*  |20 45 39.7531133582 +30 43 10.972342474|6.16     |5.29     |4.23     |3.46     |2.93     |K0IIIa               | 127 |   0
1365|HD 43157                           |** |06 14 36.7027034832 -04 34 06.441226500|     ~   |5.661    |5.819    |     ~   |     ~   |B5II/III             |  48 |   0
1366|* 17 Per                           |PM*|02 51 30.8373459264 +35 03 35.062935948|8.02     |6.10     |4.53     |3.32     |2.37     |K5.5III              | 132 |   0
1367|* tet CrB A                        |*  |15 32 55.783080 +31 21 32.91517        |     ~   |4.14     |4.30     |     ~   |     ~   |~                    |   2 |   0
1368|HD 18438                           |*  |03 06 07.8405349800 +79 25 06.727027512|     ~   |7.15     |5.52     |     ~   |     ~   |M2.5III              |  42 |   0
1369|* bet01 Sgr                        |Pu*|19 22 38.2992119424 -44 27 32.250184884|3.52     |3.91     |4.01     |     ~   |     ~   |B9V                  |  79 |   0
1370|* 3 Equ                            |*  |21 04 34.6516168392 +05 30 10.311674436|     ~   |7.277    |5.585    |     ~   |     ~   |K5III                |  39 |   0
1371|* 30 LMi                           |Pe*|10 25 54.8149486684 +33 47 46.029118764|     ~   |4.978    |4.718    |     ~   |     ~   |F0VmF3/4             | 153 |   0
1372|* gam CrA A                        |PM*|19 06 25.2146839530 -37 03 47.792348952|     ~   |5.07     |4.53     |     ~   |     ~   |F8V                  |  85 |   0
