C.D.S.  -  SIMBAD4 rel 1.8  -  2025.07.03CEST11:55:02

Vmag < 6 & otype = 'Star'
-------------------------

Number of objects : 5066

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------------|-----|----
3931|* tet Cnc                          |PM*|08 31 35.7299602200 +18 05 39.905422656|     ~   |6.908    |5.337    |     ~   |     ~   |K5III                |  66 |   0
3932|HD 111904                          |V* |12 53 21.8944330272 -60 19 42.561114312|5.75     |6.05     |5.77     |7.09     |     ~   |B9Iab                | 110 |   0
3933|* alf Sge                          |*  |19 40 05.7913315848 +18 00 50.006621484|5.59     |5.16     |4.38     |3.79     |3.40     |G1II                 | 209 |   0
3934|HD 111032                          |*  |12 46 46.2279030048 -33 18 55.738301472|     ~   |7.207    |5.869    |     ~   |     ~   |K3III                |  17 |   0
3935|HD 188162                          |*  |19 57 06.3091891368 -58 54 04.866145452|     ~   |5.248    |5.241    |     ~   |     ~   |B9.5IV               |  33 |   0
3936|HD 196917                          |PM*|20 41 23.6576627064 -31 35 53.833438032|     ~   |7.286    |5.740    |     ~   |     ~   |M1III                |  43 |   0
3937|HD 29678                           |PM*|04 48 50.3531666856 +75 56 28.391593380|     ~   |6.225    |5.952    |     ~   |     ~   |A9IV                 |  47 |   0
3938|* 64 Aql                           |RG*|20 08 01.8223368384 -00 40 41.464645428|     ~   |7.003    |5.968    |     ~   |     ~   |K1IV                 |  60 |   0
3939|* rho Phe                          |dS*|00 50 41.1863578128 -50 59 12.542201196|     ~   |5.589    |5.225    |     ~   |     ~   |F3III                |  78 |   0
3940|* 73 Ori                           |*  |06 15 44.9645074704 +12 33 03.852985464|5.3      |5.464    |5.467    |     ~   |     ~   |B9II-III             |  72 |   0
3941|* kap TrA                          |*  |15 55 29.5996908168 -68 36 10.803406644|     ~   |6.202    |5.097    |     ~   |     ~   |G5Ib-II              |  49 |   0
3942|HD 29737                           |HB*|04 40 06.8012923080 -24 28 56.525676780|     ~   |6.494    |5.563    |     ~   |     ~   |G6/8III              |  57 |   0
3943|HD 215943                          |PM*|22 48 11.0349064152 +37 25 00.084143208|     ~   |6.830    |5.809    |     ~   |     ~   |G8III:               |  29 |   0
3944|* 56 Eri                           |Be*|04 44 05.3207274312 -08 30 12.852684720|4.97     |5.75     |5.81     |5.72     |5.74     |B2(V)nne             | 184 |   0
3945|V* MZ CMa                          |LP*|07 21 04.3320754008 -25 53 29.921713404|     ~   |7.475    |5.886    |     ~   |     ~   |M3-III-IIIa          |  41 |   0
3946|* 16 Psc                           |SB*|23 36 23.2846433400 +02 06 07.997904288|6.04     |6.12     |5.68     |     ~   |     ~   |F6V                  | 118 |   0
3947|HD 11025                           |*  |01 37 28.0364927424 -84 46 10.620964632|     ~   |6.606    |5.667    |     ~   |     ~   |G8III                |  37 |   0
3948|* 19 Lyn A                         |SB*|07 22 52.0583392848 +55 16 53.017263336|     ~   |5.69     |5.78     |     ~   |     ~   |B8V                  |  80 |   0
3949|HD 148293                          |RG*|16 21 48.7107861744 +69 06 33.814560060|     ~   |6.376    |5.264    |     ~   |     ~   |K2III                |  86 |   0
3950|* 132 Tau                          |** |05 49 00.9709498512 +24 34 02.858704284|     ~   |5.897    |4.873    |     ~   |     ~   |G9III                | 126 |   0
3951|* del UMa                          |PM*|12 15 25.5598467041 +57 01 57.421119850|3.460    |3.410    |3.320    |3.25     |3.25     |A2Vn                 | 307 |   0
3952|BD+02 4211                         |*  |16 36 19.93 -02 19 13.1                |     ~   |6.574    |5.755    |     ~   |     ~   |~                    |   2 |   0
3953|* del CMa                          |s*y|07 08 23.4840514 -26 23 35.518484      |3.06     |2.52     |1.84     |1.33     |1.00     |F8Ia                 | 344 |   0
3954|* kap02 Scl                        |*  |00 11 34.4207187216 -27 47 58.990819164|     ~   |6.756    |5.404    |     ~   |     ~   |K2III                |  49 |   0
3955|HD 157740                          |*  |17 24 31.5370934928 +16 18 03.626024256|     ~   |5.806    |5.736    |     ~   |     ~   |A3V                  |  59 |   0
3956|* 81 Cet                           |PM*|02 37 41.8020809760 -03 23 46.225928328|     ~   |6.674    |5.647    |     ~   |     ~   |K0III                |  90 |   1
3957|HD 12642                           |PM*|02 03 40.4889439392 -04 06 12.653704296|     ~   |7.189    |5.609    |     ~   |     ~   |M1IIICa1             |  44 |   0
3958|* ups Vir                          |PM*|14 19 32.4797345232 -02 15 55.858700808|7.01     |6.16     |5.14     |     ~   |     ~   |G9IIICN-0.5          |  88 |   0
3959|* 29 Lyn                           |*  |08 17 50.4140169144 +59 34 16.083043572|5.920    |5.790    |5.630    |     ~   |5.46     |A7IV                 |  46 |   0
3960|* v Cen                            |*  |14 20 19.5426743674 -56 23 11.383769043|4.04     |4.47     |4.35     |4.20     |4.06     |B5II                 |  89 |   0
3961|HD 137704                          |PM*|15 26 17.3836561800 +34 20 09.582364176|     ~   |6.873    |5.450    |     ~   |     ~   |K4III                |  95 |   0
3962|HD 46709                           |*  |06 35 17.5965875184 +09 59 18.012591168|     ~   |7.412    |5.887    |     ~   |     ~   |K4III                |  40 |   0
3963|HD 192781                          |PM*|20 13 27.6162878448 +60 38 26.050279164|     ~   |7.281    |5.780    |     ~   |     ~   |K5III                |  45 |   0
3964|* iot Oct A                        |PM*|12 54 58.800970 -85 07 24.10925        |     ~   |6.84     |5.83     |     ~   |     ~   |~                    |   0 |   0
3965|HD 182681                          |PM*|19 26 56.4829971576 -29 44 35.617721496|     ~   |5.635    |5.644    |     ~   |     ~   |B8.5V                |  75 |   0
3966|* 50 Cnc                           |PM*|08 46 56.0189914848 +12 06 35.830080180|     ~   |5.992    |5.885    |7.20     |5.76     |A1Vp                 |  95 |   0
3967|* sig Per                          |V* |03 30 34.4853660216 +47 59 42.778854240|7.25     |5.71     |4.36     |     ~   |     ~   |K3-III               | 130 |   0
3968|* iot Hor                          |PM*|02 42 33.4666679022 -50 48 01.055138166|     ~   |5.97     |5.40     |     ~   |     ~   |F8V                  | 422 |   1
3969|HD 217382                          |PM*|22 54 24.9707515824 +84 20 46.231215936|     ~   |6.112    |4.684    |     ~   |     ~   |K4III                |  87 |   0
3970|HD 127501                          |*  |14 33 29.9684943168 -52 40 46.267015620|     ~   |6.96     |5.87     |     ~   |     ~   |K0III                |  16 |   0
3971|HD 194612                          |*  |20 38 18.6063567624 -81 17 20.626122948|     ~   |7.598    |5.889    |     ~   |     ~   |K5III                |  16 |   0
3972|HD 37481                           |bC?|05 38 37.9735682376 -06 34 26.246963640|4.82     |5.73     |5.96     |     ~   |     ~   |B1.5IV               | 135 |   0
3973|* 32 Oph                           |PM*|17 03 07.8711020736 +14 05 31.013994084|8.51     |6.58     |4.98     |3.54     |2.33     |M3-III               |  92 |   0
3974|HD 150030                          |*  |16 36 11.2017394920 +46 36 47.992202640|     ~   |6.851    |5.814    |     ~   |     ~   |G8II                 |  54 |   0
3975|V* GW Eri                          |SB*|04 11 36.2037143376 -20 21 22.156679988|6.05     |5.96     |5.80     |5.64     |5.59     |A1V+(F/G)            |  82 |   0
3976|HD 92436                           |PM*|10 38 59.6202794544 -58 49 00.674410152|     ~   |7.593    |5.979    |     ~   |     ~   |M1III                |  28 |   0
3977|* eps Boo                          |PM*|14 44 59.2175581895 +27 04 27.200350832|     ~   |3.61     |2.45     |     ~   |     ~   |K0-II-III            | 165 |   0
3978|HD 46568                           |PM*|06 32 21.3775381416 -37 41 48.205327596|     ~   |6.234    |5.253    |     ~   |     ~   |G8III                |  33 |   0
3979|* 21 CVn                           |a2*|13 18 14.5095312384 +49 40 55.429204656|     ~   |5.08     |5.15     |     ~   |     ~   |B9IV(Si)             |  94 |   0
3980|* s Tau                            |*  |03 30 24.4687998536 +11 20 11.181854237|     ~   |5.090    |5.124    |     ~   |     ~   |A0Vn                 |  66 |   0
3981|* omi Peg                          |*  |22 41 45.4041684504 +29 18 27.631023336|4.77     |4.78     |4.79     |4.75     |4.77     |A1IV                 | 291 |   0
3982|* kap Per                          |PM*|03 09 29.8036400506 +44 51 26.849828627|5.62     |4.79     |3.81     |3.07     |2.57     |G9.5IIIb             | 243 |   0
3983|HD 81567                           |*  |09 26 22.3104718368 -01 27 50.669806644|     ~   |7.310    |5.985    |     ~   |     ~   |K2+III               |  26 |   0
3984|* rho Pup                          |dS*|08 07 32.6488235 -24 18 15.567946      |3.43     |3.24     |2.81     |2.46     |2.25     |F5IIkF2IImF5II       | 312 |   0
3985|HD 164402                          |s*b|18 01 54.3809958600 -22 46 49.059228432|4.88     |5.77     |5.77     |5.74     |5.69     |B0Ib                 | 181 |   0
3986|* iot Cnc                          |PM*|08 46 41.8204364520 +28 45 35.615289744|     ~   |4.996    |4.018    |     ~   |     ~   |G8IIIaBa0.2          | 169 |   0
3987|* 22 And                           |*  |00 10 19.2465004853 +46 04 20.175741831|5.69     |5.44     |5.04     |4.62     |4.33     |F5II                 | 109 |   0
3988|* del Aql                          |** |19 25 29.90139 +03 06 53.2061          |3.72     |3.68     |3.36     |3.11     |2.95     |F1IV-V(n)            | 245 |   0
3989|* alf UMi                          |cC*|02 31 49.09456 +89 15 50.7923          |3.00     |2.62     |2.02     |1.53     |1.22     |F8Ib                 | 703 |   2
3990|HD 95212                           |*  |11 00 14.7046976592 +45 31 34.586276988|     ~   |6.925    |5.448    |     ~   |     ~   |K5III                |  50 |   0
3991|* 83 Vir                           |*  |13 44 29.8268293824 -16 10 44.662210068|     ~   |6.350    |5.567    |     ~   |     ~   |G0II:                |  91 |   0
3992|* eta03 For                        |PM*|02 50 40.4067847728 -35 40 33.059880156|     ~   |6.741    |5.472    |     ~   |     ~   |K2III                |  29 |   0
3993|* eta Sco                          |PM*|17 12 09.1940948534 -43 14 21.082311424|3.83     |3.74     |3.33     |2.97     |2.77     |F5IV                 | 156 |   0
3994|* 80 Tau A                         |PM*|04 30 08.5979657808 +15 38 16.199045124|     ~   |5.961    |5.666    |     ~   |     ~   |~                    |  16 |   0
3995|* 5 UMi                            |V* |14 27 31.5446728046 +75 41 45.579510037|     ~   |5.664    |4.235    |     ~   |     ~   |K4-III               |  97 |   0
3996|V* NO Vel                          |SB*|08 13 36.1528771104 -46 59 29.862036384|4.32     |4.981    |5.127    |     ~   |     ~   |B3III                |  87 |   0
3997|HD 210702                          |*  |22 11 51.3309460896 +16 02 25.997965476|     ~   |6.896    |5.930    |     ~   |     ~   |K0III                | 103 |   1
3998|HD 171130                          |*  |18 33 39.0209168303 -14 51 13.011821357|     ~   |5.768    |5.735    |     ~   |     ~   |A0/1V                |  38 |   0
3999|* rho Tau                          |dS*|04 33 50.9178322656 +14 50 39.941657592|4.98     |4.90     |4.65     |4.41     |4.29     |A8V                  | 233 |   0
4000|* bet Phe A                        |*  |01 06 05.095275 -46 43 06.59527        |     ~   |4.90     |4.00     |     ~   |     ~   |~                    |   2 |   0
4001|HD 104438                          |SB*|12 01 39.4620401544 +36 02 31.477840080|     ~   |6.59     |5.57     |     ~   |     ~   |K0III                |  68 |   0
4002|BD+01 1148                         |** |05 50 30.0274309488 +02 01 28.930473300|     ~   |6.830    |5.976    |     ~   |     ~   |K1III+A0/1           |  57 |   0
4003|* p Cen                            |Pu*|12 50 41.1633885768 -33 59 57.652650456|     ~   |4.863    |4.894    |     ~   |     ~   |B9V                  |  54 |   0
4004|* 45 Eri                           |*  |04 31 52.6686292560 -00 02 38.439836664|     ~   |6.219    |4.896    |     ~   |     ~   |K0/1III              |  75 |   0
4005|* ome Lup                          |PM*|15 38 03.2069631593 -42 34 02.408479318|7.47     |5.75     |4.33     |3.30     |2.57     |K3III                |  64 |   0
4006|* rho Aqr                          |SB*|22 20 11.9165745768 -07 49 15.966995808|4.94     |5.286    |5.339    |     ~   |     ~   |B8III                |  86 |   0
4007|HD 47500A                          |*  |06 37 13.837961 -36 59 26.36526        |     ~   |5.80     |5.93     |     ~   |     ~   |~                    |   1 |   0
4008|HD 88661                           |Be*|10 11 46.4595963216 -58 03 37.958712444|4.77     |5.66     |5.75     |5.66     |5.70     |B5Vne                | 159 |   0
4009|* phi02 Pav                        |PM*|20 40 02.6374808954 -60 32 56.018592211|     ~   |5.63     |5.121    |     ~   |     ~   |G0VFe-0.8CH-0.5      | 180 |   1
4010|* iot Aps                          |** |17 22 05.8756445976 -70 07 23.542561992|     ~   |5.33     |5.39     |     ~   |     ~   |B8/9V(n)             |  48 |   0
4011|HD 114529                          |El?|13 12 17.5729759027 -59 55 14.026825185|4.11     |4.500    |4.593    |6.33     |     ~   |B7V                  |  87 |   0
4012|HD 109141                          |PM*|12 32 35.9987021376 -13 51 32.784179616|     ~   |6.094    |5.726    |     ~   |     ~   |F2V(n)               |  54 |   0
4013|* b And                            |SB*|02 13 13.3221992348 +44 13 53.927938133|     ~   |6.320    |4.826    |     ~   |     ~   |K4-III:              | 112 |   0
4014|* lam02 For                        |PM*|02 36 58.6077493776 -34 34 40.711246464|6.67     |6.45     |5.79     |     ~   |     ~   |G1V                  | 226 |   1
4015|* 28 Aql                           |*  |19 19 39.3480150048 +12 22 28.845689412|     ~   |5.766    |5.518    |     ~   |     ~   |F0III                | 113 |   0
4016|* mu. CMa A                        |*  |06 56 06.6459193752 -14 02 36.351243780|     ~   |6.58     |5.09     |     ~   |     ~   |K2/3III              |  62 |   0
4017|* u Cen                            |Pu*|12 28 22.4671645056 -39 02 28.190507856|     ~   |5.378    |5.439    |     ~   |     ~   |B8/9V                |  63 |   0
4018|* lam CMa                          |*  |06 28 10.2080207479 -32 34 48.246033640|3.70     |4.31     |4.48     |4.54     |4.70     |B4V                  |  82 |   0
4019|HD 96146                           |** |11 04 54.1965538248 -35 48 16.816685832|     ~   |5.430    |5.414    |     ~   |     ~   |A0V                  |  37 |   0
4020|* ups Phe                          |** |01 07 47.8233278592 -41 29 12.635288484|     ~   |5.361    |5.207    |     ~   |     ~   |A1(V)+F1(V)          |  87 |   0
4021|HD 45018                           |*  |06 23 55.9138259808 -25 34 39.473810976|     ~   |7.162    |5.600    |     ~   |     ~   |K5III                |  34 |   0
4022|* del Ori                          |** |05 32 00.40009 -00 17 56.7424          |0.96     |2.02     |2.41     |2.32     |2.54     |O9.5IINwk            | 788 |   0
4023|HD 29721                           |*  |04 43 21.5945231424 +49 58 25.636438704|5.61     |5.863    |5.856    |     ~   |     ~   |B9III                |  54 |   0
4024|HD 116706                          |*  |13 25 06.6781079208 +23 51 15.912465444|     ~   |5.829    |5.745    |     ~   |     ~   |A3IV                 |  74 |   0
4025|HD 148604                          |*  |16 29 46.9222648416 -14 33 02.872820448|     ~   |6.481    |5.665    |     ~   |     ~   |G5III/IV             |  65 |   0
4026|HD 37717                           |Pu*|05 38 43.5276726168 -40 42 26.316937044|     ~   |5.721    |5.804    |     ~   |     ~   |B8V                  |  38 |   0
4027|* 5 Cam                            |*  |04 55 03.1308043248 +55 15 32.857418952|5.460    |5.530    |5.520    |     ~   |     ~   |B9.5V                |  47 |   0
4028|* del Phe                          |PM*|01 31 15.1040942588 -49 04 21.730128530|     ~   |4.918    |3.935    |     ~   |     ~   |G8.5IIIb             | 132 |   0
4029|* kap Lep                          |Pu*|05 13 13.8770294280 -12 56 28.652839152|3.92     |4.35     |4.44     |     ~   |     ~   |B7V                  | 104 |   0
4030|* nu. Ari                          |*  |02 38 48.9924474480 +21 57 41.047395876|     ~   |5.608    |5.451    |     ~   |     ~   |A7V                  |  72 |   0
4031|HD 111315                          |Pe*|12 49 44.9601736416 -71 59 10.469287716|     ~   |6.698    |5.543    |     ~   |     ~   |G7IIIBa1             |  60 |   0
4032|* 6 CMi                            |V* |07 29 47.7815351384 +12 00 23.627952074|     ~   |5.812    |4.531    |     ~   |     ~   |K1III                | 118 |   0
4033|* omi Pup                          |Be*|07 48 05.1686329933 -25 56 13.810593657|3.42     |4.43     |4.49     |4.37     |4.37     |B1IVe                | 223 |   0
4034|HD 20606                           |PM*|03 18 02.5904897256 -28 47 49.431309288|     ~   |6.24     |5.93     |     ~   |     ~   |F3V+A8/9             |  34 |   0
4035|* 45 Cap                           |** |21 44 00.9641305344 -14 44 57.739865388|     ~   |6.163    |5.949    |     ~   |     ~   |A7IV/V               |  52 |   0
4036|HD 27901                           |PM*|04 24 57.1275623016 +19 02 31.232746428|     ~   |6.354    |5.965    |5.736    |5.506    |F4V                  | 140 |   0
4037|* 13 Cet                           |RS*|00 35 14.87968 -03 35 34.2367          |     ~   |5.75     |5.21     |     ~   |     ~   |F7V+G4V              | 302 |   0
4038|HD 103026                          |PM*|11 51 41.6088612912 -30 50 05.306742168|     ~   |6.41     |5.85     |     ~   |     ~   |F9V                  |  74 |   0
4039|HD 170479                          |*  |18 31 04.8414699868 -32 59 20.753703372|     ~   |5.566    |5.386    |     ~   |     ~   |A5V                  |  32 |   0
4040|HD 218029                          |*  |23 03 32.8824892536 +67 12 33.158391444|     ~   |6.481    |5.230    |     ~   |     ~   |K3III                |  77 |   0
4041|* ups Cyg                          |Be*|21 17 55.0858548408 +34 53 48.825463560|3.50     |4.32     |4.42     |4.37     |4.45     |B2Vne                | 318 |   0
4042|HD 46189                           |*  |06 30 46.2847122360 -27 46 10.487891388|5.1      |5.745    |5.903    |     ~   |     ~   |B3IV/V               |  60 |   0
4043|* 80 Tau                           |** |04 30 08.59775 +15 38 16.2194          |     ~   |5.887    |5.552    |5.358    |5.161    |F0V                  | 187 |   0
4044|* 5 Ori                            |V* |04 53 22.7738432122 +02 30 29.608144925|     ~   |6.930    |5.324    |     ~   |     ~   |M1III                |  41 |   0
4045|* 63 And                           |a2*|02 20 58.2015432888 +50 09 05.385224196|     ~   |5.46     |5.59     |     ~   |     ~   |B9VpSi               | 116 |   0
4046|HD 171802                          |SB*|18 36 27.8342684736 +09 07 20.969709132|     ~   |5.76     |5.39     |     ~   |     ~   |F5III                | 106 |   0
4047|* gam02 Nor                        |PM*|16 19 50.4223079953 -50 09 19.821590813|6.27     |5.10     |4.02     |3.24     |2.66     |K0III                |  77 |   0
4048|HD 21362                           |*  |03 28 52.3279117200 +49 50 54.188026800|     ~   |5.513    |5.572    |     ~   |     ~   |B6Vn                 | 127 |   0
4049|* kap Hyi                          |PM*|02 22 52.3092955680 -73 38 44.852762652|     ~   |7.084    |5.987    |     ~   |     ~   |K1III                |  43 |   0
4050|* mu. Col                          |V* |05 45 59.8950238944 -32 18 23.162261796|3.84     |4.90     |5.18     |5.30     |5.57     |O9.5V                | 512 |   0
4051|* tau Cen                          |PM*|12 37 42.1640998080 -48 32 28.699293408|3.94     |3.91     |3.86     |3.81     |3.77     |A1IVnn               | 111 |   0
4052|HD 167714                          |PM*|18 29 19.9439629824 -80 13 57.745217820|     ~   |7.133    |5.946    |     ~   |     ~   |K2III                |  17 |   0
4053|* psi Vel A                        |PM*|09 30 41.9257584910 -40 28 00.590987737|     ~   |4.25     |3.91     |     ~   |     ~   |~                    |  20 |   0
4054|* 45 Cnc                           |** |08 43 12.3294639552 +12 40 51.145063104|6.310    |6.040    |5.650    |     ~   |     ~   |A3III:+G7III         |  53 |   0
4055|HD 114971                          |** |13 14 43.2669768240 -48 57 25.309605996|     ~   |6.906    |5.831    |     ~   |     ~   |K1III                |  34 |   0
4056|* pi. Aql                          |** |19 48 42.0576531 +11 48 57.217672      |6.520    |6.230    |5.740    |6.58     |     ~   |G8III+A3V            |  70 |   0
4057|HD 13692                           |HB*|02 13 00.9875390448 -21 00 00.484993512|     ~   |6.878    |5.867    |     ~   |     ~   |K0III                |  48 |   0
4058|* sig Peg                          |PM*|22 52 24.0744611045 +09 50 08.394417666|     ~   |5.63     |5.16     |4.9      |     ~   |F6V                  | 284 |   0
4059|HD 91312                           |SB*|10 33 13.8899225424 +40 25 31.966831164|     ~   |4.921    |4.715    |     ~   |     ~   |A7IV                 | 103 |   0
4060|* alf UMa B                        |PM*|11 03 43.598848 +61 45 03.14311        |     ~   |5.26     |4.86     |     ~   |     ~   |A7.5                 |   5 |   0
4061|* tau03 Gru                        |Pu*|22 56 47.8002992088 -47 58 09.193451916|     ~   |5.938    |5.714    |     ~   |     ~   |A4mA5-F2             |  48 |   0
4062|HD 132525                          |*  |14 59 23.1155063784 +04 34 03.938158704|9.43     |7.53     |5.93     |     ~   |     ~   |M2.5III              |  36 |   0
4063|* iot Tri                          |** |02 12 22.28003 +30 18 11.0430          |6.048    |5.741    |4.952    |     ~   |     ~   |G0III+G5III          | 193 |   0
4064|* 42 Cap                           |RS*|21 41 32.8588063853 -14 02 51.404792132|6.03     |5.83     |5.18     |     ~   |     ~   |G2IV                 | 187 |   0
4065|* 47 Ser                           |LP?|16 08 28.0757882784 +08 32 03.519267144|9.03     |7.34     |5.73     |     ~   |     ~   |M4IIIa               |  47 |   0
4066|* alf Tel                          |PM*|18 26 58.4164240310 -45 58 06.447916980|2.7      |3.299    |3.463    |     ~   |     ~   |B3IV                 | 143 |   0
4067|* 16 Lib                           |PM*|14 57 10.9988855472 -04 20 47.251261752|4.86     |4.81     |4.49     |4.17     |4.00     |F2V                  | 133 |   0
4068|HD 1032                            |V* |00 13 19.6218796392 -84 59 38.317855128|9.59     |7.49     |5.77     |     ~   |     ~   |M0/1III              |  34 |   0
4069|* 55 Leo                           |PM*|10 55 42.3961058578 +00 44 12.909374947|     ~   |6.35     |5.93     |     ~   |     ~   |F3/5V                |  80 |   0
4070|* 66 Eri                           |a2*|05 06 45.6527881872 -04 39 18.601025148|4.89     |5.06     |5.12     |     ~   |     ~   |B9V                  | 153 |   1
4071|HD 203245                          |Pu*|21 19 28.7504447592 +49 30 37.060318296|5.11     |5.61     |5.74     |     ~   |     ~   |B6V                  |  74 |   0
4072|HD 53974A                          |*  |07 06 40.766121 -11 17 38.45783        |     ~   |5.71     |5.70     |     ~   |     ~   |B0.7Ib               |   1 |   0
4073|* psi01 Lup                        |*  |15 39 45.9793075992 -34 24 42.914876364|     ~   |5.641    |4.661    |     ~   |     ~   |G8/K0III             |  44 |   0
4074|* 3 Cen B                          |SB*|13 51 50.2001706768 -32 59 40.835351220|     ~   |5.94     |5.98     |     ~   |     ~   |B9IV                 |  61 |   0
4075|* 40 Cyg                           |PM*|20 27 34.2590464440 +38 26 25.262381940|5.74     |5.68     |5.62     |     ~   |     ~   |A3V                  |  98 |   0
4076|* gam Sge                          |PM*|19 58 45.4282303572 +19 29 31.726069716|6.97     |5.04     |3.47     |2.27     |1.35     |M0-III               | 270 |   0
4077|V* LX TrA                          |LP*|15 27 33.0785673096 -64 31 53.399458920|     ~   |7.349    |5.706    |     ~   |     ~   |K5/M0III             |  26 |   0
4078|* 13 Lyr                           |LP*|18 55 20.1023376286 +43 56 45.922489780|7.00     |5.59     |4.00     |1.95     |0.04     |M4.5III              | 321 |   1
4079|* Y Vel                            |PM*|10 31 21.8208713206 -53 42 55.740987419|     ~   |5.39     |4.89     |     ~   |     ~   |F9VFe-0.8CH-0.7      | 165 |   0
4080|* phi Oct                          |*  |18 23 36.4487369880 -75 02 39.397448688|     ~   |5.495    |5.456    |     ~   |     ~   |A0V                  |  42 |   0
4081|V* DT Cyg                          |cC*|21 06 30.2442031296 +31 11 04.762896468|6.70     |6.38     |5.82     |     ~   |     ~   |F7II-                | 320 |   0
4082|* kap Men                          |PM*|05 50 16.7857397880 -79 21 40.899915828|     ~   |5.375    |5.451    |     ~   |     ~   |B9V                  |  54 |   0
4083|* rho Tel                          |SB*|19 06 19.9561471392 -52 20 27.280858848|     ~   |5.700    |5.174    |     ~   |     ~   |F6V                  |  82 |   0
4084|HD 118666                          |PM*|13 40 10.7077539336 -64 34 35.591942280|     ~   |6.175    |5.785    |     ~   |     ~   |F2III/IV             |  37 |   0
4085|* 2 Sco                            |** |15 53 36.71880 -25 19 37.7087          |3.86     |4.52     |4.59     |     ~   |     ~   |B2.5Vn               | 167 |   0
4086|* a Car                            |SB*|09 10 58.0852959464 -58 58 00.841998284|2.56     |3.25     |3.40     |     ~   |     ~   |B2IV-V               | 146 |   0
4087|* zet Aql                          |PM*|19 05 24.6080155 +13 51 48.518212      |2.99     |3.00     |2.99     |2.98     |2.98     |A0IV-Vnn             | 360 |   0
4088|* iot Pic                          |** |04 50 54.7 -53 27 22                   |     ~   |5.56     |5.23     |     ~   |     ~   |~                    |   5 |   0
4089|* del Ser B                        |PM*|15 34 48.1751809872 +10 32 15.909991116|     ~   |5.38     |5.13     |     ~   |     ~   |F0IV                 |  64 |   0
4090|* o Her                            |SB*|16 24 10.8287527392 +06 56 53.557789740|     ~   |5.828    |5.819    |     ~   |     ~   |A1III                |  80 |   0
4091|* ksi01 CMa                        |bC*|06 31 51.3662820799 -23 25 06.319934859|3.10     |4.09     |4.33     |4.45     |4.72     |B0.7IV               | 332 |   0
4092|* k Aqr                            |LP*|20 47 44.2384708427 -05 01 39.724131922|8.04     |6.11     |4.44     |2.97     |1.66     |M3III                | 129 |   0
4093|HD 17656                           |*  |02 51 41.7299294160 +46 50 30.990321528|     ~   |6.762    |5.859    |     ~   |     ~   |G8III                |  44 |   0
4094|HD 37320                           |*  |05 38 01.1188509192 +07 32 29.100074784|5.44     |5.788    |5.852    |     ~   |     ~   |B8III                |  51 |   0
4095|* lam Oct                          |** |21 50 54.56355 -82 43 08.0450          |     ~   |6.04     |5.29     |     ~   |     ~   |G8/K0III             |  20 |   0
4096|* gam Cir A                        |*  |15 23 22.656792 -59 19 14.52792        |     ~   |4.85     |4.96     |     ~   |     ~   |B3/4V                |  29 |   0
4097|* eps Tri                          |V* |02 02 57.9558287256 +33 17 02.882756760|     ~   |5.549    |5.516    |     ~   |5.43     |A2V                  |  64 |   0
4098|HD 111774                          |Pu*|12 51 56.9310942840 -39 40 49.550426148|     ~   |5.885    |5.969    |     ~   |     ~   |B7/8V                |  50 |   0
4099|* 39 Eri                           |PM*|04 14 23.6878980552 -10 15 22.620462156|7.18     |6.07     |4.90     |4.01     |3.44     |K2III                | 118 |   0
4100|HD 44951                           |PM*|06 24 10.3194109992 -11 31 48.315467532|     ~   |6.434    |5.207    |     ~   |     ~   |K2III                |  70 |   0
4101|HD 99803                           |Pu*|11 28 35.0787698304 -42 40 27.140015424|     ~   |5.104    |5.136    |     ~   |     ~   |B9V                  |  51 |   0
4102|* 22 UMa                           |PM*|09 34 53.5274537856 +72 12 20.447230572|     ~   |6.272    |5.768    |     ~   |     ~   |F7V                  |  46 |   0
4103|HD 79181                           |PM*|09 11 58.7357718744 -19 44 51.469063116|     ~   |6.687    |5.717    |     ~   |     ~   |G8III                |  59 |   0
4104|* mu. Aqr                          |SB*|20 52 39.2308475831 -08 58 59.978621295|     ~   |5.04     |4.72     |     ~   |     ~   |A3II                 | 120 |   0
4105|HD 43445                           |*  |06 15 44.8862849424 -13 43 06.290644188|     ~   |4.915    |5.001    |     ~   |     ~   |B9V                  |  64 |   0
4106|* alf Her A                        |LP*|17 14 38.852741 +14 23 25.33577        |     ~   |4.67     |3.33     |     ~   |     ~   |M5Ib-II              | 444 |   0
4107|* kap Sco                          |bC*|17 42 29.27520 -39 01 47.9391          |1.32     |2.211    |2.386    |     ~   |     ~   |B1.5III              | 247 |   0
4108|HD 100378                          |PM*|11 32 48.0822441576 -40 26 10.299662160|     ~   |7.193    |5.639    |     ~   |     ~   |M1III                |  24 |   0
4109|* 51 Tau                           |SB*|04 18 23.2109961408 +21 34 45.188971896|     ~   |5.945    |5.631    |     ~   |     ~   |F0V                  | 266 |   0
4110|* 41 Oph A                         |PM*|17 16 36.687438 -00 26 43.11865        |     ~   |5.98     |4.79     |     ~   |     ~   |~                    |   0 |   0
4111|* h Ori                            |SB*|05 09 19.6432730712 +09 49 46.502673924|5.83     |5.67     |5.43     |5.25     |5.13     |A2m                  | 259 |   0
